HomeTeam,AwayTeam,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,HTHG,HTAG,FTR
Marseille,Toulouse,23,5,10,1,5,1,7,20,1,3,0,0,1,0,H
Angers,Nimes,21,14,7,5,5,1,20,12,2,2,0,1,1,1,A
Lille,Rennes,15,8,6,2,2,6,12,13,1,0,0,0,1,1,H
Montpellier,Dijon,16,9,7,4,4,2,15,21,2,2,0,0,1,0,A
Nantes,Monaco,16,11,4,6,7,2,8,15,1,0,0,0,0,0,A
Nice,Reims,19,5,1,3,10,2,13,14,1,2,0,0,0,1,A
St Etienne,Guingamp,11,11,6,5,6,9,14,11,3,1,0,0,1,0,H
Bordeaux,Strasbourg,5,17,2,6,3,10,6,12,1,0,1,0,0,0,A
Lyon,Amiens,15,10,7,1,10,1,9,17,0,2,0,0,1,0,H
Paris SG,Caen,11,5,8,1,6,3,13,7,1,0,0,0,2,0,H
Reims,Lyon,7,19,2,5,0,4,11,10,2,0,0,0,1,0,H
Amiens,Montpellier,11,7,2,3,6,2,15,15,1,3,0,0,0,0,A
Caen,Nice,13,16,4,5,5,10,22,11,2,2,0,0,0,0,D
Dijon,Nantes,14,7,7,0,3,4,18,13,0,1,0,1,1,0,H
Guingamp,Paris SG,11,17,3,7,4,7,15,16,0,1,0,0,1,0,A
Monaco,Lille,10,13,1,4,8,4,10,14,0,0,0,0,0,0,D
Rennes,Angers,5,7,2,0,3,0,8,11,1,2,0,0,0,0,H
Nimes,Marseille,14,10,7,5,6,7,11,11,3,1,0,0,1,0,H
Strasbourg,St Etienne,11,9,5,2,7,2,11,7,1,2,0,1,0,0,D
Toulouse,Bordeaux,13,15,5,8,1,2,10,11,1,1,0,0,1,0,H
Lyon,Strasbourg,22,9,10,1,5,4,13,13,1,2,0,0,1,0,H
Amiens,Reims,14,7,8,3,4,2,18,17,1,1,0,1,1,0,H
Montpellier,St Etienne,14,9,1,2,6,3,12,14,3,0,0,0,0,0,D
Nantes,Caen,16,3,3,2,3,1,16,16,2,3,0,1,0,1,D
Nice,Dijon,16,9,3,5,5,3,11,19,2,3,0,0,0,0,A
Paris SG,Angers,13,11,5,6,9,1,10,2,2,0,0,0,1,1,H
Toulouse,Nimes,10,9,5,0,3,3,17,21,1,3,0,0,0,0,H
Bordeaux,Monaco,14,15,6,5,5,8,10,14,1,2,0,0,0,0,H
Lille,Guingamp,13,13,7,4,4,4,13,13,2,1,0,1,2,0,H
Marseille,Rennes,8,7,3,2,8,4,16,15,1,1,0,0,0,2,D
Lyon,Nice,29,8,9,1,10,5,6,14,0,2,0,0,0,0,A
Angers,Lille,6,17,3,4,4,5,14,8,0,1,1,0,0,0,H
Dijon,Caen,15,9,2,4,9,5,11,13,0,3,0,0,0,1,A
Guingamp,Toulouse,23,5,5,4,11,4,12,13,3,2,0,1,1,2,A
Nimes,Paris SG,14,7,6,5,3,4,12,11,1,3,1,1,0,2,A
Reims,Montpellier,21,9,6,3,5,5,11,11,0,0,0,0,0,0,A
Strasbourg,Nantes,10,14,5,5,1,3,12,12,1,2,0,0,1,2,A
Monaco,Marseille,8,15,4,5,1,5,11,16,1,1,0,0,0,1,A
Rennes,Bordeaux,16,8,8,1,6,5,12,14,0,3,0,0,2,0,H
St Etienne,Amiens,19,9,5,2,14,1,11,12,3,2,0,0,0,0,D
Nice,Rennes,13,10,4,3,3,2,10,19,4,1,0,0,0,0,H
Paris SG,St Etienne,16,11,9,2,7,4,12,13,1,1,0,0,1,0,H
Amiens,Lille,8,18,4,9,3,3,12,21,1,2,0,0,0,1,A
Caen,Lyon,18,17,4,6,2,4,15,13,1,2,2,0,0,1,D
Dijon,Angers,11,13,3,6,4,6,11,13,2,2,0,0,1,3,A
Montpellier,Strasbourg,10,7,3,1,5,5,15,14,1,2,0,0,0,0,D
Toulouse,Monaco,13,12,6,2,6,3,17,17,2,3,0,0,0,0,D
Bordeaux,Nimes,15,14,4,5,8,3,12,9,2,0,0,0,1,2,D
Marseille,Guingamp,17,2,6,0,8,1,7,9,1,1,0,0,0,0,H
Nantes,Reims,12,7,6,0,7,7,13,12,3,4,0,0,0,0,D
Monaco,Nimes,15,9,4,2,5,5,15,15,1,2,0,0,1,1,D
Angers,Toulouse,16,7,4,0,4,4,14,14,1,2,0,0,0,0,D
Lille,Nantes,11,11,8,4,4,1,15,12,3,4,0,0,1,0,H
Montpellier,Nice,12,9,5,2,6,5,14,11,3,2,0,0,1,0,H
Reims,Dijon,11,6,2,0,9,3,15,14,1,1,0,0,0,0,D
St Etienne,Caen,23,9,7,2,9,6,3,20,2,3,0,0,0,1,H
Strasbourg,Amiens,13,8,6,3,1,1,16,13,1,4,0,0,0,1,H
Guingamp,Bordeaux,18,11,5,6,6,4,14,17,1,4,0,0,0,0,A
Lyon,Marseille,17,9,5,3,3,7,7,12,1,2,0,1,1,1,H
Rennes,Paris SG,14,15,4,6,9,4,11,17,2,3,0,0,1,1,A
Monaco,Angers,7,6,0,3,5,4,13,12,1,2,0,0,0,1,A
Nantes,Nice,10,12,3,5,8,8,12,15,1,2,0,0,0,1,A
Toulouse,St Etienne,20,14,6,8,4,2,13,14,1,2,0,0,0,1,A
