HomeTeam,AwayTeam,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,HTHG,HTAG,FTR
Toulouse,Dunkerque,14.0,10.0,2.0,5.0,8.0,2.0,16.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,A
Ajaccio,Chateauroux,8.0,4.0,1.0,1.0,2.0,2.0,15.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,A
Amiens,Nancy,13.0,7.0,6.0,0.0,4.0,3.0,18.0,21.0,2.0,3.0,1.0,0.0,0.0,0.0,H
Auxerre,Sochaux,3.0,15.0,1.0,4.0,4.0,6.0,18.0,11.0,2.0,1.0,1.0,0.0,0.0,1.0,A
Chambly,Paris FC,6.0,10.0,0.0,8.0,1.0,2.0,15.0,24.0,2.0,2.0,0.0,1.0,0.0,1.0,A
Clermont,Caen,12.0,9.0,3.0,4.0,6.0,7.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,D
Guingamp,Niort,11.0,14.0,3.0,4.0,5.0,4.0,17.0,18.0,1.0,2.0,0.0,0.0,0.0,1.0,A
Rodez,Grenoble,6.0,14.0,4.0,4.0,5.0,3.0,12.0,15.0,3.0,2.0,0.0,0.0,0.0,0.0,H
Valenciennes,Pau FC,14.0,12.0,6.0,4.0,4.0,2.0,14.0,18.0,2.0,2.0,0.0,1.0,2.0,0.0,H
Troyes,Le Havre,17.0,1.0,8.0,0.0,2.0,1.0,12.0,11.0,1.0,2.0,0.0,2.0,0.0,0.0,H
Caen,Ajaccio,6.0,7.0,3.0,3.0,4.0,1.0,17.0,15.0,0.0,4.0,0.0,0.0,1.0,0.0,H
Nancy,Guingamp,12.0,9.0,4.0,3.0,7.0,8.0,13.0,16.0,4.0,1.0,0.0,0.0,0.0,0.0,D
Chateauroux,Auxerre,13.0,20.0,3.0,8.0,3.0,7.0,11.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,A
Dunkerque,Clermont,4.0,17.0,2.0,4.0,2.0,10.0,17.0,11.0,1.0,2.0,0.0,0.0,1.0,0.0,D
Grenoble,Toulouse,14.0,18.0,8.0,7.0,7.0,3.0,17.0,24.0,1.0,3.0,0.0,0.0,4.0,2.0,H
Le Havre,Amiens,3.0,13.0,1.0,5.0,3.0,4.0,11.0,18.0,3.0,4.0,1.0,1.0,1.0,0.0,H
Niort,Chambly,16.0,3.0,5.0,1.0,4.0,1.0,20.0,18.0,2.0,2.0,0.0,0.0,0.0,1.0,D
Paris FC,Valenciennes,15.0,7.0,3.0,2.0,5.0,2.0,21.0,12.0,3.0,2.0,0.0,0.0,0.0,0.0,H
Pau FC,Rodez,14.0,6.0,4.0,3.0,8.0,3.0,17.0,17.0,2.0,3.0,0.0,0.0,0.0,0.0,D
