HomeTeam,AwayTeam,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,HTHG,HTAG,FTR
Clermont,Nice,18,9,6,4,3,5,7,16,1,4,0,0,1,0,A
Lens,Angers,9,12,4,5,5,5,15,6,2,0,0,0,0,1,D
Lille,Nantes,10,7,3,3,12,1,7,12,1,2,0,1,1,1,D
Nice,Metz,20,4,2,1,8,1,13,12,2,2,0,0,0,1,A
St Etienne,Paris SG,8,15,4,8,5,5,7,10,3,1,1,0,1,1,A
Bordeaux,Brest,16,14,4,4,5,2,13,11,3,1,0,0,1,0,A
Lorient,Rennes,6,11,0,5,3,4,11,11,0,2,0,0,0,0,A
Monaco,Strasbourg,8,7,3,4,4,3,12,9,2,1,0,0,1,0,D
Reims,Clermont,12,4,3,0,4,1,13,13,2,2,0,0,0,0,H
Montpellier,Lyon,15,11,6,3,8,5,7,15,1,4,0,0,0,1,A
Marseille,Troyes,14,5,4,2,7,3,10,17,1,4,0,0,0,0,H
Angers,Monaco,9,14,3,8,4,4,13,18,1,2,0,0,0,2,A
Brest,St Etienne,8,13,3,3,1,3,8,9,2,3,0,0,0,0,H
Metz,Montpellier,20,10,7,7,7,4,14,9,2,2,0,0,0,2,A
Strasbourg,Bordeaux,19,13,6,2,5,2,14,13,2,3,0,0,3,1,H
Troyes,Lorient,10,9,3,3,4,3,12,11,1,1,0,0,2,0,H
Clermont,Lens,19,9,7,2,5,3,7,13,4,5,1,0,1,1,D
Lyon,Reims,14,8,6,4,3,4,14,17,3,2,0,0,0,0,A
Nantes,Marseille,3,15,1,5,4,6,13,7,3,2,1,0,0,1,A
Paris SG,Nice,22,4,5,2,6,5,5,13,2,2,0,0,0,0,D
Rennes,Lille,10,6,2,2,3,1,12,12,2,1,0,0,0,2,A
Marseille,Brest,16,9,4,4,5,0,10,7,1,2,0,0,1,0,A
Lille,Troyes,13,7,4,3,8,6,11,9,3,4,0,0,0,1,H
Lens,Paris SG,18,13,7,6,8,5,12,9,2,2,0,0,0,0,D
St Etienne,Rennes,12,18,2,10,7,2,10,7,1,0,0,0,0,3,A
Lorient,Nantes,17,5,2,1,8,3,8,13,1,3,0,0,0,0,A
Monaco,Metz,8,6,5,0,5,4,13,13,1,2,0,0,2,0,H
Montpellier,Clermont,8,10,2,3,1,3,19,15,3,3,0,1,1,0,H
Reims,Angers,5,13,2,4,7,4,8,13,4,3,1,0,0,0,A
Nice,Strasbourg,12,15,5,5,9,4,9,14,3,3,0,0,0,1,A
Bordeaux,Lyon,12,19,5,5,3,8,11,9,0,0,0,0,1,2,D
Nantes,Lens,15,4,5,2,8,2,10,10,3,3,0,0,0,2,H
Brest,Montpellier,17,9,6,4,8,2,16,6,2,1,0,0,0,1,A
Reims,St Etienne,17,4,6,0,11,5,19,16,2,2,0,1,1,0,H
Lille,Lyon,14,13,2,2,4,3,11,15,2,6,0,0,0,0,D
Angers,Clermont,12,17,3,3,8,3,8,12,1,2,0,0,0,0,A
Metz,Lorient,5,17,3,6,3,8,10,8,2,2,0,0,3,0,H
Rennes,Nice,20,7,8,3,11,6,10,11,1,4,0,0,0,1,A
Troyes,Bordeaux,21,8,3,4,8,1,11,15,3,3,0,0,1,1,A
Strasbourg,Marseille,11,8,3,3,8,3,10,12,2,1,0,0,0,0,A
Paris SG,Monaco,9,13,2,3,1,6,8,15,3,4,0,0,2,0,H
Bordeaux,Lille,12,12,3,3,5,6,10,7,1,3,0,0,2,1,A
Lorient,Paris SG,17,17,5,4,6,8,6,8,1,3,0,1,1,0,D
Lyon,Metz,18,6,6,2,13,2,12,19,2,3,0,0,0,0,D
Marseille,Reims,14,7,5,2,7,4,12,6,4,4,1,1,0,0,D
Monaco,Rennes,11,16,3,6,7,5,11,9,2,1,0,0,1,1,H
Montpellier,Angers,9,13,6,6,1,6,13,13,1,1,0,0,2,1,H
Nice,Lens,9,8,3,4,5,4,7,9,0,2,0,0,0,1,H
