HomeTeam,AwayTeam,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,HTHG,HTAG,FTR
Monza,Spal,14.0,6.0,7.0,0.0,7.0,6.0,17.0,19.0,1.0,5.0,0.0,0.0,0.0,0.0,D
Brescia,Ascoli,8.0,8.0,5.0,2.0,4.0,3.0,19.0,14.0,1.0,1.0,1.0,0.0,1.0,1.0,D
Cosenza,Virtus Entella,2.0,7.0,2.0,5.0,7.0,5.0,14.0,15.0,2.0,3.0,0.0,0.0,0.0,0.0,D
Frosinone,Empoli,10.0,8.0,4.0,3.0,7.0,1.0,16.0,16.0,1.0,1.0,0.0,0.0,0.0,1.0,A
Lecce,Pordenone,12.0,9.0,4.0,5.0,6.0,6.0,14.0,8.0,3.0,2.0,0.0,0.0,0.0,0.0,D
Pescara,Chievo,4.0,13.0,0.0,2.0,0.0,1.0,16.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,D
Salernitana,Reggina,12.0,14.0,4.0,3.0,4.0,6.0,24.0,12.0,4.0,2.0,0.0,0.0,0.0,0.0,D
Venezia,Vicenza,10.0,10.0,6.0,5.0,9.0,12.0,14.0,17.0,4.0,1.0,0.0,0.0,1.0,0.0,H
Cremonese,Cittadella,17.0,19.0,4.0,5.0,5.0,6.0,5.0,12.0,2.0,2.0,0.0,0.0,0.0,1.0,A
Reggiana,Pisa,7.0,9.0,3.0,2.0,7.0,4.0,16.0,21.0,3.0,3.0,0.0,0.0,1.0,2.0,D
Chievo,Salernitana,13.0,10.0,2.0,4.0,3.0,2.0,14.0,12.0,3.0,2.0,1.0,0.0,1.0,1.0,A
Ascoli,Lecce,13.0,16.0,1.0,6.0,7.0,4.0,8.0,14.0,1.0,2.0,0.0,0.0,0.0,0.0,A
Empoli,Monza,7.0,15.0,4.0,6.0,3.0,7.0,6.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,D
Reggina,Pescara,13.0,8.0,5.0,2.0,2.0,5.0,14.0,18.0,2.0,1.0,0.0,0.0,3.0,0.0,H
Spal,Cosenza,20.0,18.0,5.0,7.0,7.0,4.0,15.0,16.0,3.0,6.0,0.0,0.0,0.0,0.0,D
Venezia,Frosinone,17.0,9.0,4.0,5.0,9.0,3.0,20.0,28.0,2.0,1.0,0.0,0.0,0.0,0.0,A
